date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:31	715890/715890	---M--	200	added ('OK')	image/svg+xml	etag:%22033e8e11e8d51:0%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-brands-400.svg	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-brands-400.svg	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:32	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22033e8e11e8d51:0%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-regular-400d41d.eot?	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-regular-400d41dd41d.eot	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:32	13600/13600	---M--	200	added ('OK')	application/octet-stream	etag:%221D5E801E1E83300%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-regular-400.woff2	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff2	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:33	16800/16800	---M--	200	added ('OK')	font/x-woff	etag:%221D5E801E1E83300%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-regular-400.woff	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:34	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%221D5E801E1E83300%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-regular-400.ttf	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-regular-400.ttf	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:34	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22033e8e11e8d51:0%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-regular-400.svg	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-regular-400.svg	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:35	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22033e8e11e8d51:0%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-solid-900.eot	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-solid-900.eot	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:35	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22033e8e11e8d51:0%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-solid-900d41d.eot?	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-solid-900d41dd41d.eot	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:36	76120/76120	---M--	200	added ('OK')	application/octet-stream	etag:%221D5E801E1E83300%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-solid-900.woff2	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff2	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:37	99004/99004	---M--	200	added ('OK')	font/x-woff	etag:%221D5E801E1E83300%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-solid-900.woff	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:37	193792/193792	---M--	200	added ('OK')	application/octet-stream	etag:%221D5E801E1E83300%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-solid-900.ttf	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-solid-900.ttf	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:38	849240/849240	---M--	200	added ('OK')	image/svg+xml	etag:%22033e8e11e8d51:0%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/%40fortawesome/fa-solid-900.svg	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/fonts/@fortawesome/fa-solid-900.svg	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/plugins/global/plugins.bundle.css)
09:24:39	66080/66080	---M--	200	added ('OK')	image/png	etag:%221D89F2AFC6EEB00%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/media/logos/watermark.png	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/media/logos/watermark.png	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/css/style.bundle.css)
09:24:39	7551/7551	---M--	200	added ('OK')	image/png	etag:%221D60F5A6598E300%22	https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/media/misc/iconbox_bg.png	C:/Users/siddh/Downloads/copy%20site/slcm-clone/mujslcm.jaipur.manipal.edu_122/keen/themes/keen/theme/demo1/dist/assets/media/misc/iconbox_bg.png	(from https://mujslcm.jaipur.manipal.edu:122/keen/themes/keen/theme/demo1/dist/assets/css/style.bundle.css)
